# Rime user dictionary
#@/db_name	rime_ice
#@/db_type	userdb
#@/rime_version	1.16.1
#@/tick	2230
#@/user_id	5b6267af-6f98-4b37-bfcd-c62aa7d6ebbc
a 	啊	c=5 d=4.64539 t=2230
tu biao 	图标	c=16 d=8.38403 t=2230
tu pian 	图片	c=7 d=5.8064 t=2230
tui song 	推送	c=1 d=0.985112 t=2230
tuo dong 	拖动	c=1 d=0.918512 t=2230
wa 	哇	c=0 d=0.0951229 t=2230
wa sai 	哇噻	c=1 d=1 t=2230
wa si 	瓦斯	c=1 d=0.995012 t=2230
wa wang luo 	哇网络	c=1 d=0.955997 t=2230
wai bian ju 	外边距	c=1 d=0.995012 t=2230
wai jie 	外接	c=2 d=1.85447 t=2230
wai jie ping 	外接屏	c=1 d=0.985112 t=2230
wai ke 	外壳	c=1 d=0.918512 t=2230
wai mian 	外面	c=1 d=0.946485 t=2230
wai ping 	外屏	c=1 d=0.70822 t=2230
wan 	完	c=2 d=1.59896 t=2230
wan 	玩	c=1 d=1 t=2230
wan mei 	完美	c=1 d=0.99005 t=2230
wan mei shi jie 	完美世界	c=1 d=1 t=2230
wan zheng 	完整	c=22 d=9.92581 t=2230
wang luo 	网络	c=0 d=0.0951229 t=2230
wang pan 	网盘	c=1 d=0.932394 t=2230
wang ye 	网页	c=1 d=0.995012 t=2230
wei 	为	c=5 d=3.22382 t=2230
wei shen me 	为什么	c=6 d=3.74852 t=2230
wei ta 	为他	c=0 d=0.0782705 t=2230
wei tiao 	微调	c=1 d=0.918512 t=2230
wei zhi 	位置	c=2 d=1.75788 t=2230
wen jian 	文件	c=7 d=4.06331 t=2230
wen jian ming 	文件名	c=1 d=0.869358 t=2230
wen ti 	问题	c=8 d=4.75099 t=2230
wen zi 	文字	c=2 d=1.68629 t=2230
wo 	我	c=42 d=12.8951 t=2230
wo de 	我的	c=21 d=8.50076 t=2230
wo dou 	我都	c=0 d=0.0918512 t=2230
wo dou bu xi huan 	我都不喜欢	c=1 d=0.923116 t=2230
wo kan guo 	我看过	c=7 d=6.30881 t=2230
wo men 	我们	c=1 d=0.946485 t=2230
wo shi 	我是	c=7 d=4.8522 t=2230
wo xian zai 	我现在	c=1 d=0.771052 t=2230
wo xiang 	我想	c=2 d=1.64068 t=2230
wo yao chi 	我要吃	c=1 d=0.995012 t=2230
wu 	无	c=3 d=2.11976 t=2230
wu fa 	无法	c=1 d=0.985112 t=2230
xi gua 	西瓜	c=1 d=0.99005 t=2230
xi ping 	熄屏	c=1 d=0.995012 t=2230
xi tong 	系统	c=1 d=0.946485 t=2230
xia 	下	c=4 d=3.18761 t=2230
xia hua 	下滑	c=1 d=0.97531 t=2230
xia mian 	下面	c=5 d=3.3774 t=2230
xia yi bu 	下一步	c=1 d=0.980199 t=2230
xia zai 	下载	c=9 d=5.9632 t=2230
xian 	先	c=7 d=3.74549 t=2230
xian bie huang 	先别慌	c=1 d=0.965605 t=2230
xian chuang jian 	先创建	c=1 d=0.878095 t=2230
xian pan duan 	先判断	c=1 d=0.882497 t=2230
xian shi 	显示	c=7 d=4.43298 t=2230
xian shi qi 	显示器	c=2 d=1.36023 t=2230
xian zai 	先在	c=1 d=0.786628 t=2230
xian zai 	现在	c=5 d=4.22041 t=2230
xiang 	想	c=3 d=2.43968 t=2230
xiang ba 	想把	c=1 d=0.915277 t=2230
xiang ba zhe ge 	想把这个	c=1 d=0.704688 t=2230
xiang rang ta 	想让他	c=1 d=0.99005 t=2230
xiang wei ta 	想为他	c=1 d=0.786628 t=2230
xiang xi 	详细	c=2 d=1.88839 t=2230
xiang yao 	想要	c=6 d=3.58559 t=2230
xiang yong 	想用	c=1 d=0.946485 t=2230
xiang zai 	想在	c=1 d=0.814647 t=2230
xiao 	小	c=3 d=2.83249 t=2230
xiao de 	小的	c=1 d=0.882497 t=2230
xiao gong ju 	小工具	c=2 d=1.71285 t=2230
xiao guo 	效果	c=3 d=2.22707 t=2230
xiao ji 	小鸡	c=1 d=0.941765 t=2230
xiao shi 	消失	c=4 d=2.88314 t=2230
xie 	写	c=2 d=1.8029 t=2230
xie cheng 	写成	c=1 d=1 t=2230
xie ge 	写个	c=1 d=1 t=2230
xie ru 	写入	c=4 d=3.74403 t=2230
xie wan 	写完	c=1 d=0.806541 t=2230
xie yi ge 	写一个	c=3 d=2.61127 t=2230
xie yi xia 	写一下	c=1 d=0.970446 t=2230
xie zai 	卸载	c=1 d=0.951229 t=2230
xin ri zhi 	新日志	c=1 d=0.932394 t=2230
xin xi 	信息	c=1 d=0.951229 t=2230
xing ba 	行吧	c=1 d=0.847894 t=2230
xiu fu 	修复	c=1 d=0.927743 t=2230
xu ni ji 	虚拟机	c=1 d=1 t=2230
xu yao 	需要	c=2 d=1.77568 t=2230
xuan ting 	悬停	c=2 d=1.75194 t=2230
xuan zhuan 	旋转	c=1 d=0.802519 t=2230
ya 	呀	c=3 d=2.22341 t=2230
yan se 	颜色	c=7 d=4.72099 t=2230
yang sheng qi 	扬声器	c=1 d=0.790571 t=2230
yang shi 	样式	c=1 d=0.995012 t=2230
yao 	要	c=6 d=3.88874 t=2230
yao gai 	要改	c=1 d=0.66365 t=2230
yao qiu 	要求	c=1 d=0.895834 t=2230
ye 	也	c=2 d=1.45365 t=2230
ye bu xing 	也不行	c=2 d=1.60952 t=2230
ye dian 	夜店	c=2 d=1.87416 t=2230
ye mei 	也没	c=1 d=0.97531 t=2230
ye mei yong 	也没用	c=1 d=0.839457 t=2230
ye mian 	页面	c=1 d=0.960789 t=2230
yi 	以	c=1 d=0.891366 t=2230
yi dian 	一点	c=1 d=0.904837 t=2230
yi ding 	一定	c=1 d=0.965605 t=2230
yi dong 	移动	c=1 d=0.860708 t=2230
yi duan shi jian 	一段时间	c=0 d=0.0955997 t=2230
yi fen 	一份	c=1 d=0.985112 t=2230
yi ge 	一个	c=13 d=6.04299 t=2230
yi hou 	以后	c=1 d=0.955997 t=2230
yi jian 	一键	c=1 d=1 t=2212
yi kuai 	一块	c=1 d=0.900325 t=2230
yi lai 	依赖	c=1 d=0.913931 t=2230
yi qi 	一起	c=2 d=1.76986 t=2230
yi ran 	依然	c=1 d=0.891366 t=2230
yi shen xiang xu 	以身相许	c=1 d=0.913931 t=2230
yi si 	意思	c=2 d=1.82038 t=2230
yi xia 	一下	c=4 d=2.70656 t=2230
yi xie 	一些	c=1 d=0.951229 t=2230
yi yang 	一样	c=1 d=0.99005 t=2230
yi zhang 	一张	c=1 d=0.995012 t=2230
yi zhi 	一直	c=2 d=1.6232 t=2230
yin cang 	隐藏	c=1 d=0.88692 t=2230
yin liang 	音量	c=3 d=2.50623 t=2230
yin pin 	音频	c=1 d=0.99005 t=2230
yin xiang 	音响	c=1 d=0.965605 t=2230
yin yue 	音乐	c=2 d=1.74468 t=2230
ying gai 	应该	c=1 d=0.937067 t=2230
ying pan 	硬盘	c=2 d=1.98511 t=2230
ying wen 	英文	c=3 d=1.85229 t=2230
ying yong 	应用	c=9 d=5.35381 t=2230
yong 	用	c=10 d=4.11482 t=2230
yong bu liao 	用不了	c=2 d=1.79276 t=2230
yong de 	用的	c=1 d=0.99005 t=2230
yong guo 	用过	c=3 d=2.33648 t=2230
yong yi duan shi jian 	用一段时间	c=1 d=0.960789 t=2230
yong zhe ge 	用这个	c=1 d=0.763379 t=2230
you 	有	c=16 d=7.32248 t=2230
you bian 	右边	c=2 d=1.63379 t=2230
you ce 	右侧	c=1 d=0.752014 t=2230
you ge 	有个	c=3 d=2.56207 t=2230
you hou 	油猴	c=1 d=0.918512 t=2230
you shang jiao 	右上角	c=2 d=1.78747 t=2230
you shen me yong 	有什么用	c=1 d=1 t=2221
you shi hou 	有时候	c=1 d=0.980199 t=2230
you xi 	游戏	c=2 d=1.90751 t=2230
you xian 	优先	c=1 d=0.951229 t=2230
you xian 	有线	c=1 d=0.951229 t=2230
yu jian 	遇见	c=1 d=0.980199 t=2230
yuan dai ma 	源代码	c=3 d=2.51552 t=2230
yuan jiao 	圆角	c=2 d=1.72101 t=2230
yuan lai 	原来	c=1 d=0.923116 t=2230
yuan ming 	原名	c=1 d=0.99005 t=2230
yuan quan 	圆圈	c=4 d=3.33536 t=2230
yuan xing 	圆形	c=1 d=0.97531 t=2230
yun suan 	运算	c=1 d=0.759572 t=2230
yun xing 	运行	c=5 d=3.33135 t=2230
zai 	再	c=4 d=2.71331 t=2230
zai 	在	c=25 d=9.44377 t=2230
zai ba 	再把	c=1 d=0.941765 t=2230
zai huan 	再换	c=2 d=1.81477 t=2230
zai xian 	在线	c=0 d=0.0909373 t=2230
zai xian zhang hao 	在线账号	c=1 d=0.913931 t=2230
zai yi qi 	在一起	c=1 d=0.774916 t=2230
zan shi 	暂时	c=1 d=0.99005 t=2230
zan ting 	暂停	c=1 d=0.798516 t=2230
zang 	脏	c=1 d=0.927743 t=2230
zen me 	怎么	c=22 d=11.3668 t=2230
zen me gai 	怎么改	c=1 d=0.99005 t=2230
zen me neng 	怎么能	c=1 d=0.895834 t=2230
zen me zuo de 	怎么做的	c=1 d=0.856415 t=2230
zeng jian 	增减	c=1 d=0.946485 t=2230
zhan kai 	展开	c=4 d=3.67145 t=2230
zhan kai le 	展开了	c=1 d=0.88692 t=2230
zhan man 	占满	c=1 d=0.995012 t=2230
zhan shi 	展示	c=1 d=0.955997 t=2230
zhan tie 	粘贴	c=2 d=1.9605 t=2230
zhan yong 	占用	c=1 d=0.951229 t=2230
zhang hao 	账号	c=0 d=0.0909373 t=2230
zhe 	着	c=2 d=1.59364 t=2230
zhe 	这	c=2 d=1.50919 t=2230
zhe duan 	这段	c=1 d=0.946485 t=2230
zhe ge 	这个	c=31 d=11.4056 t=2230
zhe ge ji ge 	这个几个	c=1 d=0.904837 t=2230
zhe ji ge 	这几个	c=1 d=0.970446 t=2230
zhe li 	这里	c=1 d=0.810584 t=2230
zhe liang ge 	这两个	c=1 d=0.873716 t=2230
zhe me 	这么	c=1 d=0.88692 t=2230
zhe shi 	这是	c=7 d=3.90566 t=2230
zhe xie 	这些	c=1 d=0.715338 t=2230
zhe yang 	这样	c=12 d=6.79759 t=2230
zhe yi duan 	这一段	c=1 d=0.913931 t=2230
zhe zhong 	这种	c=2 d=1.76885 t=2230
zhen de 	真的	c=1 d=0.878095 t=2230
zhen lv 	帧率	c=1 d=0.97531 t=2230
zhen shi 	真是	c=1 d=0.99005 t=2230
zheng chang 	正常	c=1 d=0.806541 t=2230
zheng jiu le 	拯救了	c=1 d=0.980199 t=2230
zheng ti 	整体	c=2 d=1.44574 t=2230
zhi 	只	c=4 d=2.91407 t=2230
zhi chi 	支持	c=2 d=1.97045 t=2230
zhi ding 	指定	c=1 d=0.740818 t=2230
zhi gai 	只改	c=1 d=0.960789 t=2230
zhi gei 	只给	c=0 d=0.0955997 t=2230
zhi gei wo 	只给我	c=1 d=0.960789 t=2230
zhi hou 	之后	c=1 d=0.970446 t=2230
zhi hui fu hao de 	只回复好的	c=1 d=0.786628 t=2230
zhi jie 	直接	c=1 d=0.937067 t=2230
zhi liu xia 	只留下	c=1 d=0.83527 t=2230
zhi neng 	只能	c=2 d=1.40637 t=2230
zhi yao 	只要	c=2 d=1.68353 t=2230
zhi yong 	只用	c=1 d=0.878095 t=2230
zhi yong le 	只用了	c=1 d=0.99005 t=2230
zhi you 	只有	c=2 d=1.59243 t=2230
zhong duan 	中断	c=1 d=0.923116 t=2230
zhong duan 	终端	c=2 d=1.54838 t=2230
zhong guo 	中国	c=1 d=0.955997 t=2230
zhong jian 	中间	c=2 d=1.7492 t=2230
zhong wen 	中文	c=9 d=5.57076 t=2230
zhou 	周	c=1 d=0.985112 t=2230
zhu bo 	主播	c=1 d=0.985112 t=2230
zhu shi 	注释	c=10 d=6.15068 t=2230
zhuan 	转	c=1 d=0.704688 t=2230
zhuan dao 	转到	c=1 d=0.722527 t=2230
zhuan ru 	转入	c=1 d=0.980199 t=2230
zhuan wen zi 	转文字	c=1 d=0.927743 t=2230
zhuan yi 	转移	c=2 d=1.62637 t=2230
zhuang 	装	c=1 d=0.918512 t=2230
zhun que 	准确	c=1 d=0.970446 t=2230
zhuo mian 	桌面	c=0 d=0.0985112 t=2230
zi 	字	c=2 d=1.48142 t=2230
zi 	自	c=1 d=0.980199 t=2230
zi dai 	自带	c=1 d=0.985112 t=2230
zi dong 	自动	c=6 d=4.45268 t=2230
zi fu 	字符	c=1 d=0.951229 t=2230
zi ji 	自己	c=2 d=1.73558 t=2230
zi jian 	自检	c=1 d=0.980199 t=2230
zi mu 	字幕	c=5 d=4.19418 t=2230
zi mu 	字母	c=1 d=1 t=2230
zi qi dong 	自启动	c=2 d=1.81349 t=2230
zi shang er xia 	自上而下	c=1 d=0.995012 t=2230
zi ti 	字体	c=1 d=0.932394 t=2230
zong hui 	总会	c=1 d=0.927743 t=2230
zu 	组	c=4 d=3.61196 t=2230
zu he 	组合	c=1 d=0.88692 t=2230
zui duo 	最多	c=1 d=0.878095 t=2230
zui shang mian 	最上面	c=2 d=1.46735 t=2230
zui zuo bian 	最左边	c=1 d=0.748264 t=2230
zuo 	做	c=6 d=4.23304 t=2230
zuo 	左	c=1 d=0.71177 t=2230
zuo bian 	左边	c=3 d=2.49439 t=2230
zuo ce 	左侧	c=2 d=1.31786 t=2230
zuo cheng 	做成	c=1 d=0.869358 t=2230
zuo dao 	做到	c=13 d=5.74781 t=2230
zuo yi ge 	做一个	c=3 d=2.12478 t=2230
zuo yong 	作用	c=2 d=1.23818 t=2230
zuo you hua 	左右滑	c=1 d=0.923116 t=2230
zuo yuan jiao 	做圆角	c=1 d=0.70822 t=2230
